route_id,topsis_selected,topsis_rank,topsis_closeness,steps,horizontal_length_m,terrain_following_length_m,flight_time_s,average_ground_speed_mps,navigation_deficit_s,average_navigation_quality,visibility_deficit_s,average_visibility,energy_used_wh,battery_remaining_wh,minimum_altitude_msl_m,maximum_altitude_msl_m
4105,False,1739,0.7131101436661966,47,2714.2135623730965,2719.026226420556,146.9106464386366,18.475267982071003,27.117085032364535,0.8154178360130548,6.02334723973421,0.9589999269232669,18.363830804829576,281.6361691951704,228.9864501953125,253.74635314941406
4106,False,2067,0.707248742431649,47,2714.2135623730965,2718.7590035125763,146.91104074421074,18.475218394911916,27.651589438759864,0.8117800452662745,5.936409126389082,0.9595918108243133,18.363880093026342,281.63611990697365,228.9864501953125,253.74635314941406
4107,False,1733,0.7131583085157065,47,2714.2135623730965,2719.0924786262426,146.91690123324162,18.474481421739753,27.774753878976746,0.8109492260874586,5.133983273817105,0.9650551894933687,18.364612654155202,281.6353873458448,228.907470703125,253.74635314941406
4108,False,2076,0.7070826930940319,47,2714.2135623730965,2718.8252557182627,146.91729553881575,18.474431838802786,28.309258285372074,0.8073116022075649,5.047045160471976,0.965647031944319,18.364661942351965,281.635338057648,228.907470703125,253.74635314941406
4109,False,1838,0.7112851335123773,47,2714.2135623730965,2718.705274622135,146.91892974811364,18.474226343919753,27.949862323590377,0.8097599650942922,5.09186781319938,0.9653423298010054,18.364866218514205,281.6351337814858,228.9864501953125,253.74635314941406
4110,False,1674,0.7141164201047699,47,2714.2135623730965,2718.9086472837857,146.92171139716294,18.47387657387108,25.16209776140729,0.82873805700923,8.040453086361058,0.9452738944441923,18.365213924645367,281.6347860753546,230.23468017578125,253.74635314941406
4111,False,1894,0.7102813561069566,47,2714.2135623730965,2718.771526827822,146.92518454271868,18.47343987227687,28.60753117020259,0.8052918479616753,4.2025038472822756,0.9713969809848332,18.36564806783983,281.63435193216014,228.907470703125,253.74635314941406
4112,False,1807,0.7117742385533743,47,2714.2135623730965,2719.007917062647,146.92957348013576,18.472888051635476,25.118391773445865,0.8290446832553982,8.269062173450445,0.9437209135125654,18.36619668501697,281.633803314983,228.9864501953125,253.74635314941406
4113,False,1610,0.7153170002438847,47,2714.2135623730965,2718.5876954853647,146.92999470664,18.47283509260507,25.994875052633134,0.8230798612323207,7.108973659826229,0.9516165935075409,18.36624933833,281.63375066167,230.23468017578125,253.74635314941406
4114,False,1617,0.7151885315670213,47,2714.2135623730965,2719.040572989709,146.93156211230274,18.472638031974157,25.745763092699505,0.8247771770572921,7.379698207533339,0.9497745882406607,18.366445264037843,281.63355473596215,228.907470703125,253.74635314941406
